Window_Size,Hidden_Layer_Size,Epoch,Loss
1,200,247,4315.841309
1,200,248,4316.183105
1,200,249,4317.274414
1,200,250,4335.373047
1,200,251,4344.460938
1,200,252,4336.427734
1,200,253,4336.3125
1,200,254,4331.073242
1,200,255,4329.258789
1,200,256,4314.269531
1,200,257,4326.21582
1,200,258,4312.419434
1,200,259,4323.372559
1,200,260,4310.403809
1,200,261,4343.239746
1,200,262,4306.998535
1,200,263,4332.839844
1,200,264,4322.071289
1,200,265,4347.963867
1,200,266,4336.955566
1,200,267,4348.130859
1,200,268,4301.618164
1,200,269,4322.638184
1,200,270,4322.269043
1,200,271,4344.322266
1,200,272,4327.250977
1,200,273,4343.460449
1,200,274,4338.033203
1,200,275,4320.320313
1,200,276,4338.931641
1,200,277,4318.209961
1,200,278,4340.489746
1,200,279,4312.916016
1,200,280,4330.009766
1,200,281,4306.323242
1,200,282,4323.93457
1,200,283,4321.774902
1,200,284,4320.708008
1,200,285,4313.967773
1,200,286,4311.584473
1,200,287,4314.473145
1,200,288,4325.434082
1,200,289,4306.349121
1,200,290,4330.692871
1,200,291,4312.653809
1,200,292,4304.331543
1,200,293,4306.894531
1,200,294,4342.902832
1,200,295,4307.958984
1,200,296,4323.644531
1,200,297,4330.358398
1,200,298,4342.07373
1,200,299,4327.48291
1,200,300,4336.73877
1,200,301,4336.456055
1,200,302,4328.137695
1,200,303,4331.410645
1,200,304,4318.206543
1,200,305,4330.066895
1,200,306,4309.774902
1,200,307,4326.488281
1,200,308,4306.450684
1,200,309,4321.77832
1,200,310,4301.857422
1,200,311,4318.712402
1,200,312,4300.083496
1,200,313,4314.784668
1,200,314,4319.017578
1,200,315,4314.313965
1,200,316,4308.595703
1,200,317,4327.849609
1,200,318,4305.083008
1,200,319,4331.959473
1,200,320,4327.77002
1,200,321,4345.081055
1,200,322,4359.765137
1,200,323,4337.078125
1,200,324,4335.758301
1,200,325,4336.530762
1,200,326,4354.459473
1,200,327,4301.882324
1,200,328,4331.98584
1,200,329,4314.518066
1,200,330,4328.891113
1,200,331,4325.319824
1,200,332,4342.614258
1,200,333,4315.01416
1,200,334,4316.959473
1,200,335,4317.38623
1,200,336,4334.53418
1,200,337,4325.944824
1,200,338,4323.887695
1,200,339,4306.130859
1,200,340,4304.794434
1,200,341,4308.041016
1,200,342,4316.554199
1,200,343,4301.906738
1,200,344,4303.333984
1,200,345,4300.101074
1,200,346,4299.134766
1,200,347,4297.835449
1,200,348,4297.710449
1,200,349,4290.306641
1,200,350,4301.29541
1,200,351,4328.075195
1,200,352,4328.833984
1,200,353,4345.638184
1,200,354,4319.053223
1,200,355,4344.544434
1,200,356,4335.822754
1,200,357,4356.77832
1,200,358,4329.919434
1,200,359,4351.795898
1,200,360,4326.026367
1,200,361,4328.951172
1,200,362,4323.148438
1,200,363,4288.030273
1,200,364,4297.988281
1,200,365,4297.702637
1,200,366,4295.013184
1,200,367,4340.805176
1,200,368,4316.465332
1,200,369,4317.915527
1,200,370,4315.485352
1,200,371,4328.019043
1,200,372,4299.387207
1,200,373,4290.935547
1,200,374,4308.644043
1,200,375,4312.668945
1,200,376,4311.983398
1,200,377,4318.634766
1,200,378,4327.08252
1,200,379,4305.053223
1,200,380,4304.856445
1,200,381,4303.340332
1,200,382,4301.855957
1,200,383,4300.848145
1,200,384,4299.599609
1,200,385,4298.699707
1,200,386,4297.464844
1,200,387,4296.876465
1,200,388,4309.990723
1,200,389,4319.719238
1,200,390,4316.063965
1,200,391,4342.021484
1,200,392,4328.064941
1,200,393,4348.05127
1,200,394,4325.811523
1,200,395,4343.943359
1,200,396,4342.139648
1,200,397,4324.451172
1,200,398,4319.213379
1,200,399,4334.712891
1,200,400,4332.537598
1,200,401,4330.298828
1,200,402,4328.188477
1,200,403,4326.12793
1,200,404,4324.211426
1,200,405,4322.333984
1,200,406,4320.592285
1,200,407,4318.880859
1,200,408,4317.29541
1,200,409,4315.728516
1,200,410,4314.271973
1,200,411,4312.814941
1,200,412,4311.451172
1,200,413,4310.083984
1,200,414,4308.834473
1,200,415,4307.615234
1,200,416,4306.543457
1,200,417,4305.544434
1,200,418,4304.697266
1,200,419,4303.939453
1,200,420,4303.271973
1,200,421,4302.385254
1,200,422,4301.420898
1,200,423,4300.472168
1,200,424,4299.620605
1,200,425,4298.764648
1,200,426,4298.032715
1,200,427,4297.366211
1,200,428,4296.827148
1,200,429,4296.188965
1,200,430,4295.652832
1,200,431,4294.977539
1,200,432,4294.364258
1,200,433,4293.410645
1,200,434,4291.677734
1,200,435,4290.212402
1,200,436,4291.541016
1,200,437,4293.121582
1,200,438,4294.062988
1,200,439,4290.503418
1,200,440,4293.160156
1,200,441,4291.478027
1,200,442,4292.518555
1,200,443,4284.312012
1,200,444,4288.991699
1,200,445,4287.020508
1,200,446,4288.705566
1,200,447,4287.441406
1,200,448,4289.168945
1,200,449,4288.208984
1,200,450,4287.66748
1,200,451,4283.721191
1,200,452,4283.913086
1,200,453,4291.393066
1,200,454,4287.876953
1,200,455,4286.095215
1,200,456,4286.364746
1,200,457,4286.956055
1,200,458,4287.255371
1,200,459,4285.052734
1,200,460,4286.306152
1,200,461,4282.414063
1,200,462,4283.112793
1,200,463,4287.758301
1,200,464,4285.068359
1,200,465,4283.407715
1,200,466,4284.556641
1,200,467,4289.724609
1,200,468,4282.70459
1,200,469,4286.855957
1,200,470,4283.102051
1,200,471,4285.399902
1,200,472,4283.382324
1,200,473,4288.283691
1,200,474,4285.831055
1,200,475,4283.150391
1,200,476,4280.900391
1,200,477,4284.372559
1,200,478,4282.601563
1,200,479,4283.512207
1,200,480,4283.616211
1,200,481,4286.330566
1,200,482,4283.392578
1,200,483,4280.195801
1,200,484,4285.275879
1,200,485,4281.520508
1,200,486,4283.095215
1,200,487,4280.507324
1,200,488,4281.405762
1,200,489,4280.643555
1,200,490,4280.07666
1,200,491,4282.119629
1,200,492,4282.748047
1,200,493,4277.621582
1,200,494,4281.185059
1,200,495,4278.349609
1,200,496,4278.187012
1,200,497,4278.604004
1,200,498,4278.577148
1,200,499,4281.416504
1,200,500,4277.046875
1,200,501,4279.0625
1,200,502,4277.414063
1,200,503,4277.726563
1,200,504,4275.471191
1,200,505,4276.641602
1,200,506,4279.858398
1,200,507,4277.243164
1,200,508,4277.370605
1,200,509,4276.741211
1,200,510,4276.414063
1,200,511,4276.358398
1,200,512,4276.244141
1,200,513,4275.946289
1,200,514,4275.750977
1,200,515,4275.621582
1,200,516,4275.57959
1,200,517,4275.490234
1,200,518,4275.453125
1,200,519,4275.348145
1,200,520,4275.286621
1,200,521,4275.163086
1,200,522,4275.095215
1,200,523,4274.987305
1,200,524,4274.976563
1,200,525,4274.838867
1,200,526,4274.539551
1,200,527,4274.208984
1,200,528,4273.980957
1,200,529,4273.742676
1,200,530,4273.643555
1,200,531,4272.890137
1,200,532,4273.993164
1,200,533,4273.014648
1,200,534,4273.825195
1,200,535,4273.182129
1,200,536,4272.858887
1,200,537,4274.03125
1,200,538,4274.014648
1,200,539,4271.667969
1,200,540,4271.973633
1,200,541,4272.15625
1,200,542,4271.775391
1,200,543,4273.057617
1,200,544,4271.70166
1,200,545,4270.873535
1,200,546,4274.718262
1,200,547,4262.361328
1,200,548,4264.550293
1,200,549,4258.608398
1,200,550,4258.16748
1,200,551,4256.591309
1,200,552,4256.428711
1,200,553,4255.360352
1,200,554,4255.947266
1,200,555,4259.223633
1,200,556,4264.993164
1,200,557,4253.183105
1,200,558,4258.000977
1,200,559,4258.306641
1,200,560,4256.535156
1,200,561,4261.626953
1,200,562,4258.361328
1,200,563,4264.756836
1,200,564,4255.786133
1,200,565,4260.728516
1,200,566,4258.259766
1,200,567,4262.006836
1,200,568,4254.455566
1,200,569,4260.552246
1,200,570,4255.314453
1,200,571,4257.443359
1,200,572,4256.755371
1,200,573,4255.929199
1,200,574,4255.389648
1,200,575,4254.63916
1,200,576,4254.191895
1,200,577,4253.832031
1,200,578,4253.788086
1,200,579,4253.845703
1,200,580,4254.057129
1,200,581,4254.271973
1,200,582,4254.734863
1,200,583,4255.374023
1,200,584,4256.086914
1,200,585,4257.091797
1,200,586,4258.541992
1,200,587,4260.362305
1,200,588,4262.210938
1,200,589,4263.296875
1,200,590,4264.733887
1,200,591,4265.419922
1,200,592,4266.228027
1,200,593,4266.704102
1,200,594,4267.654785
1,200,595,4268.264648
1,200,596,4268.975098
1,200,597,4269.225586
1,200,598,4269.414063
1,200,599,4269.662109
1,200,600,4269.986816
1,200,601,4270.086426
1,200,602,4270.206543
1,200,603,4270.206055
1,200,604,4270.248047
1,200,605,4270.234863
1,200,606,4270.272461
1,200,607,4270.270508
1,200,608,4270.321777
1,200,609,4270.33252
1,200,610,4270.39209
1,200,611,4270.418945
1,200,612,4270.556152
1,200,613,4270.487793
1,200,614,4270.350586
1,200,615,4270.232422
1,200,616,4270.189453
1,200,617,4270.080566
1,200,618,4269.983887
1,200,619,4269.807129
1,200,620,4269.65332
1,200,621,4269.443848
1,200,622,4269.267578
1,200,623,4269.038086
1,200,624,4268.842773
1,200,625,4268.589844
1,200,626,4268.36377
1,200,627,4268.058594
1,200,628,4267.734863
1,200,629,4267.21875
1,200,630,4266.35791
1,200,631,4263.496094
1,200,632,4253.871094
1,200,633,4272.384766
1,200,634,4261.728027
1,200,635,4265.588379
1,200,636,4254.770508
1,200,637,4260.689453
1,200,638,4254.464844
1,200,639,4245.671875
1,200,640,4255.438477
1,200,641,4246.112793
1,200,642,4255.462891
1,200,643,4260.598145
1,200,644,4264.589844
1,200,645,4264.35498
1,200,646,4260.617188
1,200,647,4258.954102
1,200,648,4258.402344
1,200,649,4255.911621
1,200,650,4259.628418
1,200,651,4256.981445
1,200,652,4258.169434
1,200,653,4253.718262
1,200,654,4244.94043
1,200,655,4251.709473
1,200,656,4243.566895
1,200,657,4251.218262
1,200,658,4260.549805
1,200,659,4245.09375
1,200,660,4270.142578
1,200,661,4260.612305
1,200,662,4259.096191
1,200,663,4263.734375
1,200,664,4249.000488
1,200,665,4251.233887
1,200,666,4267.601563
1,200,667,4271.120117
1,200,668,4267.822266
1,200,669,4262.963867
1,200,670,4268.460938
1,200,671,4268.91748
1,200,672,4269.066895
1,200,673,4265.401367
1,200,674,4270.725586
1,200,675,4269.76416
1,200,676,4269.322754
1,200,677,4265.729492
1,200,678,4268.791016
1,200,679,4267.119629
1,200,680,4270.154297
1,200,681,4272.291016
1,200,682,4269.419434
1,200,683,4267.203613
1,200,684,4266.878418
1,200,685,4269.544434
1,200,686,4269.159668
1,200,687,4265.195313
1,200,688,4268.538086
1,200,689,4261.625977
1,200,690,4259.456055
1,200,691,4259.34668
1,200,692,4258.900391
1,200,693,4262.868652
1,200,694,4265.812012
1,200,695,4270.254883
1,200,696,4264.006836
1,200,697,4264.284668
1,200,698,4266.249023
1,200,699,4269.261719
1,200,700,4268.65625
1,200,701,4267.303223
1,200,702,4267.461426
1,200,703,4264.705566
1,200,704,4267.098633
1,200,705,4266.539063
1,200,706,4262.989258
1,200,707,4255.361816
1,200,708,4268.429199
1,200,709,4265.629395
1,200,710,4261.001953
1,200,711,4262.26709
1,200,712,4257.180664
1,200,713,4258.666016
1,200,714,4257.770996
1,200,715,4258.525391
1,200,716,4264.419922
1,200,717,4258.246094
1,200,718,4255.031738
1,200,719,4256.41748
1,200,720,4247.559082
1,200,721,4259.758789
1,200,722,4268.716797
1,200,723,4247.08252
1,200,724,4263.568848
1,200,725,4250.049805
1,200,726,4243.507813
1,200,727,4262.102539
1,200,728,4267.994629
1,200,729,4260.825195
1,200,730,4268.327637
1,200,731,4253.293457
1,200,732,4244.020996
1,200,733,4257.247559
1,200,734,4259.247559
1,200,735,4248.352539
1,200,736,4245.987305
1,200,737,4255.310059
1,200,738,4254.408203
1,200,739,4247.818848
1,200,740,4247.26416
1,200,741,4246.906738
1,200,742,4246.69873
1,200,743,4242.25
1,200,744,4254.800293
1,200,745,4257.147949
1,200,746,4255.353027
1,200,747,4240.430176
1,200,748,4247.264648
1,200,749,4256.698242
1,200,750,4256.575195
1,200,751,4251.991699
1,200,752,4245.842285
1,200,753,4246.098145
1,200,754,4247.282715
1,200,755,4250.601563
1,200,756,4244.783691
1,200,757,4260.729492
1,200,758,4249.033691
1,200,759,4247.441895
1,200,760,4251.601563
1,200,761,4257.039551
1,200,762,4255.091797
1,200,763,4251.025391
1,200,764,4248.836426
1,200,765,4247.861328
1,200,766,4248.177734
1,200,767,4250.340332
1,200,768,4245.498047
1,200,769,4261.885742
1,200,770,4255.308105
1,200,771,4253.925293
1,200,772,4251.989258
1,200,773,4251.376953
1,200,774,4251.494141
1,200,775,4251.996582
1,200,776,4251.698242
1,200,777,4250.061035
1,200,778,4251.549805
1,200,779,4249.303711
1,200,780,4255.321289
1,200,781,4249.070801
1,200,782,4249.483887
1,200,783,4269.935547
1,200,784,4252.282715
1,200,785,4255.30127
1,200,786,4255.143555
1,200,787,4254.922363
1,200,788,4254.662598
1,200,789,4257.213379
1,200,790,4253.148926
1,200,791,4253.254395
1,200,792,4255.633301
1,200,793,4248.595703
1,200,794,4251.677734
1,200,795,4259.081055
1,200,796,4257.782227
1,200,797,4256.743652
1,200,798,4254.806641
1,200,799,4253.427734
1,200,800,4252.063965
1,200,801,4251.49707
1,200,802,4248.499512
1,200,803,4263.241699
1,200,804,4259.96875
1,200,805,4252.367188
1,200,806,4258.396973
1,200,807,4256.656738
1,200,808,4253.480469
1,200,809,4248.830566
1,200,810,4247.187988
1,200,811,4248.567383
1,200,812,4256.427246
1,200,813,4255.980957
1,200,814,4249.571777
1,200,815,4257.770508
1,200,816,4259.876465
1,200,817,4259.269043
1,200,818,4252.879395
1,200,819,4274.543457
1,200,820,4269.215332
1,200,821,4270.57666
1,200,822,4269.737305
1,200,823,4269.867188
1,200,824,4269.295898
1,200,825,4268.116211
1,200,826,4248.218262
1,200,827,4252.556641
1,200,828,4244.994629
1,200,829,4249.139648
1,200,830,4263.45166
1,200,831,4248.398926
1,200,832,4247.584961
1,200,833,4245.147949
1,200,834,4241.946289
1,200,835,4250.010742
1,200,836,4254.094727
1,200,837,4247.964844
1,200,838,4247.463379
1,200,839,4242.056152
1,200,840,4274.650391
1,200,841,4263.721191
1,200,842,4252.231934
1,200,843,4251.767578
1,200,844,4238.304688
1,200,845,4246.848145
1,200,846,4239.415527
1,200,847,4234.260254
1,200,848,4233.314453
1,200,849,4233.836914
1,200,850,4233.602539
1,200,851,4233.378418
1,200,852,4231.873047
1,200,853,4232.401855
1,200,854,4230.95166
1,200,855,4230.905273
1,200,856,4230.427734
1,200,857,4230.814941
1,200,858,4230.858887
1,200,859,4231.918945
1,200,860,4233.193359
1,200,861,4233.550293
1,200,862,4233.487305
1,200,863,4234.113281
1,200,864,4234.993652
1,200,865,4237.356934
1,200,866,4240.161621
1,200,867,4241.262207
1,200,868,4242.29541
1,200,869,4241.720215
1,200,870,4242.296875
1,200,871,4241.983398
1,200,872,4242.135742
1,200,873,4242.466309
1,200,874,4242.519043
1,200,875,4242.717285
1,200,876,4242.875977
1,200,877,4243.056641
1,200,878,4243.028809
1,200,879,4242.844727
1,200,880,4243.003418
1,200,881,4242.848633
1,200,882,4243.020508
1,200,883,4242.668945
1,200,884,4242.534668
1,200,885,4238.79248
1,200,886,4241.543457
1,200,887,4241.021973
1,200,888,4241.556641
1,200,889,4240.39502
1,200,890,4246.618164
1,200,891,4248.188477
1,200,892,4250.26416
1,200,893,4249.149414
1,200,894,4243.444824
1,200,895,4248.404785
1,200,896,4245.349609
1,200,897,4242.632813
1,200,898,4241.291992
1,200,899,4239.100586
1,230,0,7482.809082
1,230,1,4935.776855
1,230,2,4645.789063
1,230,3,4545.816895
1,230,4,4505.421875
1,230,5,4475.035156
1,230,6,4458.594727
1,230,7,4447.526367
1,230,8,4439.657227
1,230,9,4436.414551
1,230,10,4430.632324
1,230,11,4423.165527
1,230,12,4419.064453
1,230,13,4421.725586
1,230,14,4416.922852
1,230,15,4413.805176
1,230,16,4421.161133
1,230,17,4418.954102
1,230,18,4417.610352
1,230,19,4418.164551
1,230,20,4418.183105
1,230,21,4416.782715
1,230,22,4415.076172
1,230,23,4417.854004
1,230,24,4430.867188
1,230,25,4431.856445
1,230,26,4429.460449
1,230,27,4430.661621
1,230,28,4428.430176
1,230,29,4430.023926
1,230,30,4426.243164
1,230,31,4427.149902
1,230,32,4425.211914
1,230,33,4424.316895
1,230,34,4425.097168
1,230,35,4422.663086
1,230,36,4422.649414
1,230,37,4425.950195
1,230,38,4425.182129
1,230,39,4424.867676
1,230,40,4430.72998
1,230,41,4422.056641
1,230,42,4427.146973
1,230,43,4426.759766
1,230,44,4429.386719
1,230,45,4430.112305
1,230,46,4434.427734
1,230,47,4440.500977
1,230,48,4442.104492
1,230,49,4438.894043
1,230,50,4440.203613
1,230,51,4444.66748
1,230,52,4442.168457
1,230,53,4437.609863
1,230,54,4435.236816
1,230,55,4441.62207
1,230,56,4441.467773
1,230,57,4436.844727
1,230,58,4435.058594
1,230,59,4437.687988
1,230,60,4436.033203
1,230,61,4441.507324
1,230,62,4437.099609
1,230,63,4433.724121
1,230,64,4431.066895
1,230,65,4428.186035
1,230,66,4425.132813
1,230,67,4423.628906
1,230,68,4427.868652
1,230,69,4432.503418
1,230,70,4429.086914
1,230,71,4427.289551
1,230,72,4431.662598
1,230,73,4429.728027
1,230,74,4425.929199
1,230,75,4426.666016
1,230,76,4425.028809
1,230,77,4429.351563
1,230,78,4430.418945
1,230,79,4422.349609
1,230,80,4421.98877
1,230,81,4427.394043
1,230,82,4422.978516
1,230,83,4421.42334
1,230,84,4417.936523
1,230,85,4420.407227
1,230,86,4420.645996
1,230,87,4413.085449
1,230,88,4408.251465
1,230,89,4406.796387
1,230,90,4425.588867
1,230,91,4419.762207
1,230,92,4408.661133
1,230,93,4401.785645
1,230,94,4395.55957
1,230,95,4393.660645
1,230,96,4418.375488
1,230,97,4416.954102
1,230,98,4406.223145
1,230,99,4411.941406
1,230,100,4407.788574
1,230,101,4414.059082
1,230,102,4416.114746
1,230,103,4414.374512
1,230,104,4420.950195
1,230,105,4423.13916
1,230,106,4418.143066
1,230,107,4408.379883
1,230,108,4408.317383
1,230,109,4421.520996
1,230,110,4424.919434
1,230,111,4425.739258
1,230,112,4418.658691
1,230,113,4419.494629
1,230,114,4416.980469
1,230,115,4414.876465
1,230,116,4405.38916
1,230,117,4405.835938
1,230,118,4408.899902
1,230,119,4416.587402
1,230,120,4427.711914
1,230,121,4419.027832
1,230,122,4410.618164
1,230,123,4409.276855
1,230,124,4410.864746
1,230,125,4408.754395
1,230,126,4418.295898
1,230,127,4410.086426
1,230,128,4401.87207
1,230,129,4400.144531
1,230,130,4406.131836
1,230,131,4398.702637
1,230,132,4391.682617
1,230,133,4386.848633
1,230,134,4378.552734
1,230,135,4379.212402
1,230,136,4373.651855
1,230,137,4371.53125
1,230,138,4368.809082
1,230,139,4367
1,230,140,4358.936035
1,230,141,4354.11084
1,230,142,4358.049805
1,230,143,4362.395996
1,230,144,4349.004883
1,230,145,4350.083984
1,230,146,4351.654297
1,230,147,4344.144043
1,230,148,4348.56543
1,230,149,4340.886719
1,230,150,4341.062012
1,230,151,4337.103027
1,230,152,4343.338379
1,230,153,4329.898438
1,230,154,4338.786621
1,230,155,4335.391113
1,230,156,4333.736328
1,230,157,4322.172363
1,230,158,4321.404297
1,230,159,4326.848633
1,230,160,4324.886719
1,230,161,4325.119141
1,230,162,4324.610352
1,230,163,4320.583008
1,230,164,4316.161621
1,230,165,4317.236328
1,230,166,4306.486816
1,230,167,4314.65625
1,230,168,4309.398926
1,230,169,4310.221191
1,230,170,4317.482422
1,230,171,4314.453613
1,230,172,4315.300293
1,230,173,4306.335938
1,230,174,4293.789063
1,230,175,4316.072266
1,230,176,4307.260254
1,230,177,4325.34375
1,230,178,4305.183105
1,230,179,4302.233398
1,230,180,4307.473145
1,230,181,4299.696777
1,230,182,4307.492676
1,230,183,4311.262207
1,230,184,4319.180176
1,230,185,4310.13623
1,230,186,4310.863281
1,230,187,4312.311035
1,230,188,4312.679199
1,230,189,4332.705566
1,230,190,4301.833984
1,230,191,4323.311035
1,230,192,4326.681641
1,230,193,4300.771973
1,230,194,4307.885254
1,230,195,4318.051758
1,230,196,4334.873047
1,230,197,4313.487305
1,230,198,4308.219727
1,230,199,4324.911133
1,230,200,4321.852051
1,230,201,4306.924805
1,230,202,4324.759277
1,230,203,4309.080566
1,230,204,4326.160156
1,230,205,4308.277832
1,230,206,4298.697754
1,230,207,4312.213379
1,230,208,4333.858398
1,230,209,4331.964355
1,230,210,4328.157227
1,230,211,4322.287598
1,230,212,4318.336914
1,230,213,4324.88916
1,230,214,4321.333984
1,230,215,4313.02832
1,230,216,4312.617188
1,230,217,4302.388672
1,230,218,4306.51123
1,230,219,4298.986328
1,230,220,4314.77002
1,230,221,4330.787598
1,230,222,4342.229004
1,230,223,4343.851563
1,230,224,4331.470703
1,230,225,4332.635742
1,230,226,4335.336914
1,230,227,4342.85498
1,230,228,4325.442383
1,230,229,4311.609863
1,230,230,4332.594727
1,230,231,4323.746582
1,230,232,4319.391113
1,230,233,4335.048828
1,230,234,4334.875488
1,230,235,4326.000488
1,230,236,4320.659668
1,230,237,4330.942383
1,230,238,4314.625977
1,230,239,4322.941895
1,230,240,4321.694824
1,230,241,4319.786621
1,230,242,4306.222168
1,230,243,4304.658203
1,230,244,4304.395508
1,230,245,4316.336914
1,230,246,4335.937012
1,230,247,4334.04834
1,230,248,4323.946289
1,230,249,4330.699219
1,230,250,4319.572266
1,230,251,4324.711914
1,230,252,4316.783203
1,230,253,4317.504395
1,230,254,4323.883789
1,230,255,4309.435547
1,230,256,4307.833008
1,230,257,4318.983398
1,230,258,4335.983398
1,230,259,4334.639648
1,230,260,4324.695313
1,230,261,4315.029785
